# IDs, i, j, k, m, r, m200, r200, m180, r180
4.070802782200000000e+10 2.426000000000000000e+03 1.587000000000000000e+03 1.454000000000000000e+03 1.283010000000000000e+12 1.000000000000000000e+01 9.177885014701281250e+12 1.200000000000000000e+01 1.152671343247980664e+13 2.000000000000000000e+01
2.855931216600000000e+10 1.702000000000000000e+03 1.096000000000000000e+03 1.318000000000000000e+03 1.283490000000000000e+12 1.000000000000000000e+01 3.740813052476210449e+12 9.000000000000000000e+00 1.124893897812823438e+13 2.000000000000000000e+01
2.229533848500000000e+10 1.328000000000000000e+03 3.709000000000000000e+03 3.573000000000000000e+03 1.286890000000000000e+12 1.100000000000000000e+01 4.961439162814445312e+12 1.000000000000000000e+01 8.507750806605832031e+12 1.800000000000000000e+01
1.911036893000000000e+10 1.139000000000000000e+03 2.730000000000000000e+02 1.698000000000000000e+03 1.288640000000000000e+12 1.100000000000000000e+01 8.877892356080330078e+12 1.200000000000000000e+01 1.327979933633725391e+13 2.100000000000000000e+01
4.969333311300000000e+10 2.961000000000000000e+03 3.905000000000000000e+03 1.657000000000000000e+03 1.288770000000000000e+12 1.000000000000000000e+01 9.239103928534253906e+12 1.200000000000000000e+01 1.297942561800007227e+13 2.100000000000000000e+01
2.333189886000000000e+09 1.390000000000000000e+02 2.820000000000000000e+02 1.790000000000000000e+03 1.294560000000000000e+12 1.100000000000000000e+01 9.292305445693017578e+12 1.200000000000000000e+01 1.281568273139735352e+13 2.100000000000000000e+01
4.527211194900000000e+10 2.698000000000000000e+03 1.753000000000000000e+03 2.893000000000000000e+03 1.296300000000000000e+12 1.100000000000000000e+01 8.989469215349085938e+12 1.200000000000000000e+01 1.244364887006320508e+13 2.000000000000000000e+01
2.090321384000000000e+09 1.240000000000000000e+02 2.428000000000000000e+03 1.512000000000000000e+03 1.299030000000000000e+12 1.200000000000000000e+01 8.355752945183459961e+12 1.200000000000000000e+01 1.301757316288291602e+13 2.100000000000000000e+01
6.152734364200000000e+10 3.667000000000000000e+03 1.292000000000000000e+03 5.380000000000000000e+02 1.300270000000000000e+12 1.100000000000000000e+01 6.500118633279326172e+12 1.100000000000000000e+01 1.192898098616540430e+13 2.000000000000000000e+01
4.418447546600000000e+10 2.633000000000000000e+03 2.457000000000000000e+03 1.866000000000000000e+03 1.300680000000000000e+12 1.000000000000000000e+01 6.518029134021547852e+12 1.100000000000000000e+01 1.184412449857622461e+13 2.000000000000000000e+01
2.961632109200000000e+10 1.765000000000000000e+03 1.107000000000000000e+03 5.800000000000000000e+02 1.302780000000000000e+12 1.100000000000000000e+01 9.810339615930349609e+12 1.200000000000000000e+01 1.293594704882593750e+13 2.100000000000000000e+01
1.647777613400000000e+10 9.820000000000000000e+02 6.220000000000000000e+02 2.310000000000000000e+03 1.302920000000000000e+12 1.000000000000000000e+01 4.738446828317804688e+12 1.000000000000000000e+01 1.064917483286433594e+13 1.900000000000000000e+01
5.449432859400000000e+10 3.248000000000000000e+03 4.710000000000000000e+02 1.810000000000000000e+03 1.307470000000000000e+12 1.100000000000000000e+01 9.144315591004748047e+12 1.200000000000000000e+01 1.294514422903665430e+13 2.100000000000000000e+01
4.787215010700000000e+10 2.853000000000000000e+03 1.648000000000000000e+03 2.651000000000000000e+03 1.310450000000000000e+12 1.200000000000000000e+01 8.957478222310500000e+12 1.200000000000000000e+01 1.360535374887216211e+13 2.100000000000000000e+01
1.380384931200000000e+10 8.220000000000000000e+02 3.168000000000000000e+03 1.632000000000000000e+03 1.310530000000000000e+12 1.100000000000000000e+01 2.842939410916402832e+12 9.000000000000000000e+00 6.101264070808655273e+12 1.600000000000000000e+01
2.790090887600000000e+10 1.663000000000000000e+03 9.700000000000000000e+01 1.356000000000000000e+03 1.313280000000000000e+12 1.000000000000000000e+01 8.881586294770132812e+12 1.200000000000000000e+01 1.287278652131143555e+13 2.100000000000000000e+01
2.634087604100000000e+10 1.570000000000000000e+03 1.570000000000000000e+02 3.849000000000000000e+03 1.314700000000000000e+12 1.100000000000000000e+01 9.238857344409705078e+12 1.200000000000000000e+01 1.341617156776818555e+13 2.100000000000000000e+01
4.632639227000000000e+09 2.760000000000000000e+02 5.190000000000000000e+02 1.787000000000000000e+03 1.315750000000000000e+12 1.100000000000000000e+01 8.695267179753245117e+12 1.200000000000000000e+01 1.230766647926920508e+13 2.000000000000000000e+01
8.990498000000000000e+09 5.350000000000000000e+02 3.585000000000000000e+03 3.280000000000000000e+03 1.316100000000000000e+12 1.000000000000000000e+01 1.040509666517132812e+13 1.300000000000000000e+01 1.308128818514630469e+13 2.100000000000000000e+01
2.676113366400000000e+10 1.595000000000000000e+03 3.590000000000000000e+02 3.680000000000000000e+03 1.318170000000000000e+12 1.100000000000000000e+01 8.740617306130646484e+12 1.200000000000000000e+01 1.371757273540181836e+13 2.100000000000000000e+01
6.865077347000000000e+10 4.091000000000000000e+03 3.706000000000000000e+03 3.038000000000000000e+03 1.322030000000000000e+12 1.200000000000000000e+01 9.073621479556777344e+12 1.200000000000000000e+01 1.593700841444213281e+13 2.200000000000000000e+01
4.059757835300000000e+10 2.419000000000000000e+03 3.294000000000000000e+03 6.250000000000000000e+02 1.323900000000000000e+12 1.000000000000000000e+01 1.000172147928820898e+13 1.200000000000000000e+01 1.274814054740368164e+13 2.100000000000000000e+01
4.082759951700000000e+10 2.433000000000000000e+03 2.107000000000000000e+03 2.717000000000000000e+03 1.329400000000000000e+12 1.200000000000000000e+01 9.397532261485980469e+12 1.200000000000000000e+01 1.351253020925740430e+13 2.100000000000000000e+01
5.172753215000000000e+09 3.080000000000000000e+02 1.311000000000000000e+03 8.310000000000000000e+02 1.330370000000000000e+12 1.100000000000000000e+01 8.512925683673406250e+12 1.200000000000000000e+01 1.223784441466170508e+13 2.000000000000000000e+01
6.470130852800000000e+10 3.856000000000000000e+03 2.041000000000000000e+03 3.696000000000000000e+03 1.330530000000000000e+12 1.100000000000000000e+01 9.055781043389285156e+12 1.200000000000000000e+01 1.322588820428036719e+13 2.100000000000000000e+01
1.946372827100000000e+10 1.160000000000000000e+03 5.260000000000000000e+02 3.215000000000000000e+03 1.330970000000000000e+12 1.100000000000000000e+01 9.323354601130027344e+12 1.200000000000000000e+01 1.414512141185317773e+13 2.100000000000000000e+01
4.903115740000000000e+09 2.920000000000000000e+02 1.017000000000000000e+03 3.036000000000000000e+03 1.333840000000000000e+12 1.200000000000000000e+01 9.383468209062476562e+12 1.200000000000000000e+01 1.308599370236671680e+13 2.100000000000000000e+01
6.706722356000000000e+09 3.990000000000000000e+02 3.079000000000000000e+03 1.588000000000000000e+03 1.336480000000000000e+12 1.000000000000000000e+01 6.315388866314578125e+12 1.100000000000000000e+01 1.178497796529348242e+13 2.000000000000000000e+01
6.378880686200000000e+10 3.802000000000000000e+03 4.470000000000000000e+02 7.180000000000000000e+02 1.337900000000000000e+12 1.100000000000000000e+01 3.142454304872623047e+12 9.000000000000000000e+00 5.928751478898589844e+12 1.600000000000000000e+01
5.805532379000000000e+10 3.460000000000000000e+03 1.503000000000000000e+03 1.420000000000000000e+02 1.339240000000000000e+12 1.200000000000000000e+01 6.899169903876692383e+12 1.100000000000000000e+01 1.519255229689577930e+13 2.200000000000000000e+01
5.146352048800000000e+10 3.067000000000000000e+03 1.904000000000000000e+03 2.320000000000000000e+02 1.342200000000000000e+12 1.200000000000000000e+01 9.192316297213697266e+12 1.200000000000000000e+01 1.324446288351542773e+13 2.100000000000000000e+01
2.958420510100000000e+10 1.763000000000000000e+03 1.458000000000000000e+03 1.325000000000000000e+03 1.345800000000000000e+12 1.100000000000000000e+01 9.462804398803662109e+12 1.200000000000000000e+01 1.286985620179288477e+13 2.100000000000000000e+01
1.604199105300000000e+10 9.560000000000000000e+02 7.250000000000000000e+02 2.957000000000000000e+03 1.352990000000000000e+12 1.200000000000000000e+01 8.732896394927525391e+12 1.200000000000000000e+01 1.358955368482045117e+13 2.100000000000000000e+01
5.515249269500000000e+10 3.287000000000000000e+03 1.412000000000000000e+03 1.510000000000000000e+02 1.355050000000000000e+12 1.000000000000000000e+01 5.504955138433862305e+12 1.000000000000000000e+01 1.233908254406031445e+13 2.000000000000000000e+01
2.173662897000000000e+09 1.290000000000000000e+02 2.295000000000000000e+03 1.713000000000000000e+03 1.357860000000000000e+12 1.100000000000000000e+01 9.551699232251072266e+12 1.200000000000000000e+01 1.443598188255884375e+13 2.100000000000000000e+01
4.855761791800000000e+10 2.894000000000000000e+03 1.063000000000000000e+03 7.660000000000000000e+02 1.357960000000000000e+12 1.100000000000000000e+01 9.617515405200146484e+12 1.200000000000000000e+01 1.351136058358861328e+13 2.100000000000000000e+01
3.695642683600000000e+10 2.202000000000000000e+03 3.173000000000000000e+03 5.960000000000000000e+02 1.358110000000000000e+12 1.200000000000000000e+01 9.650439993035292969e+12 1.200000000000000000e+01 1.423912510501605469e+13 2.100000000000000000e+01
1.429000780000000000e+10 8.510000000000000000e+02 3.075000000000000000e+03 1.784000000000000000e+03 1.358150000000000000e+12 1.000000000000000000e+01 1.958647574039638428e+12 8.000000000000000000e+00 3.312185756675227051e+12 1.300000000000000000e+01
5.073905836700000000e+10 3.024000000000000000e+03 1.161000000000000000e+03 1.727000000000000000e+03 1.361400000000000000e+12 1.100000000000000000e+01 7.294603900921010742e+12 1.100000000000000000e+01 1.217258241134244727e+13 2.000000000000000000e+01
6.813721069200000000e+10 4.061000000000000000e+03 1.205000000000000000e+03 8.360000000000000000e+02 1.368050000000000000e+12 1.100000000000000000e+01 1.000559554864352930e+13 1.200000000000000000e+01 1.378587243703841992e+13 2.100000000000000000e+01
5.639482094100000000e+10 3.361000000000000000e+03 1.610000000000000000e+03 3.405000000000000000e+03 1.371290000000000000e+12 1.200000000000000000e+01 9.526922672924011719e+12 1.200000000000000000e+01 1.386701555833731250e+13 2.100000000000000000e+01
5.326892193000000000e+10 3.175000000000000000e+03 3.070000000000000000e+02 3.658000000000000000e+03 1.379080000000000000e+12 1.200000000000000000e+01 9.104583135752574219e+12 1.200000000000000000e+01 1.399921553567109766e+13 2.100000000000000000e+01
5.205855739000000000e+09 3.100000000000000000e+02 1.200000000000000000e+03 3.579000000000000000e+03 1.382620000000000000e+12 1.200000000000000000e+01 7.641991203343550781e+12 1.100000000000000000e+01 1.179920268484685352e+13 2.000000000000000000e+01
1.025253494300000000e+10 6.110000000000000000e+02 4.040000000000000000e+02 1.183000000000000000e+03 1.387770000000000000e+12 1.100000000000000000e+01 9.715363881466441406e+12 1.200000000000000000e+01 1.388442170503747070e+13 2.100000000000000000e+01
3.860215505000000000e+09 2.300000000000000000e+02 3.550000000000000000e+02 1.745000000000000000e+03 1.388710000000000000e+12 1.100000000000000000e+01 9.710910442672246094e+12 1.200000000000000000e+01 1.228064504610453125e+13 2.000000000000000000e+01
4.110434602200000000e+10 2.450000000000000000e+03 4.000000000000000000e+01 2.982000000000000000e+03 1.391140000000000000e+12 1.200000000000000000e+01 9.635136289239966797e+12 1.200000000000000000e+01 1.349926393299413867e+13 2.100000000000000000e+01
3.782643031000000000e+10 2.254000000000000000e+03 2.584000000000000000e+03 1.382000000000000000e+03 1.391540000000000000e+12 1.100000000000000000e+01 9.973353979582675781e+12 1.200000000000000000e+01 1.310734325886138281e+13 2.100000000000000000e+01
3.461637867000000000e+09 2.060000000000000000e+02 1.350000000000000000e+03 1.771000000000000000e+03 1.396230000000000000e+12 1.100000000000000000e+01 6.324161142963504883e+12 1.100000000000000000e+01 9.810894030094765625e+12 1.900000000000000000e+01
2.068962449000000000e+09 1.230000000000000000e+02 1.309000000000000000e+03 3.217000000000000000e+03 1.398260000000000000e+12 1.000000000000000000e+01 2.381769975669566406e+12 8.000000000000000000e+00 3.897710634570502441e+12 1.400000000000000000e+01
6.433518066700000000e+10 3.834000000000000000e+03 2.767000000000000000e+03 8.910000000000000000e+02 1.402420000000000000e+12 1.100000000000000000e+01 1.110356710387640430e+13 1.300000000000000000e+01 1.601542028755894727e+13 2.200000000000000000e+01
3.218481926900000000e+10 1.918000000000000000e+03 1.493000000000000000e+03 3.653000000000000000e+03 1.402430000000000000e+12 1.200000000000000000e+01 2.926191487272171875e+12 1.000000000000000000e+01 4.912267435417347656e+12 1.500000000000000000e+01
6.804296196100000000e+10 4.055000000000000000e+03 2.771000000000000000e+03 1.065000000000000000e+03 1.404540000000000000e+12 1.100000000000000000e+01 9.909987081766111328e+12 1.200000000000000000e+01 1.353689958776259766e+13 2.100000000000000000e+01
5.244163648000000000e+09 3.120000000000000000e+02 2.361000000000000000e+03 1.600000000000000000e+03 1.405780000000000000e+12 1.100000000000000000e+01 1.096351083824636523e+13 1.300000000000000000e+01 1.386496344947726953e+13 2.100000000000000000e+01
2.333538207400000000e+10 1.390000000000000000e+03 3.674000000000000000e+03 3.130000000000000000e+03 1.408160000000000000e+12 1.200000000000000000e+01 5.403368082540482422e+12 1.000000000000000000e+01 1.353681400951781445e+13 2.100000000000000000e+01
4.167517183000000000e+09 2.480000000000000000e+02 1.652000000000000000e+03 1.023000000000000000e+03 1.414110000000000000e+12 1.100000000000000000e+01 1.066916992611402148e+13 1.300000000000000000e+01 1.401474748191290234e+13 2.100000000000000000e+01
4.831043776600000000e+10 2.879000000000000000e+03 2.156000000000000000e+03 1.926000000000000000e+03 1.416280000000000000e+12 1.000000000000000000e+01 6.243158328687391602e+12 1.100000000000000000e+01 8.522020851823904297e+12 1.800000000000000000e+01
3.885623933500000000e+10 2.316000000000000000e+03 5.000000000000000000e+01 2.279000000000000000e+03 1.421480000000000000e+12 1.100000000000000000e+01 1.435351855233209473e+12 9.000000000000000000e+00 5.185766147916278320e+12 1.500000000000000000e+01
5.404695423300000000e+10 3.221000000000000000e+03 1.841000000000000000e+03 7.610000000000000000e+02 1.424930000000000000e+12 1.100000000000000000e+01 5.495970547060341797e+12 1.000000000000000000e+01 1.328514429894764648e+13 2.100000000000000000e+01
3.016801445500000000e+10 1.798000000000000000e+03 6.290000000000000000e+02 3.703000000000000000e+03 1.428040000000000000e+12 1.200000000000000000e+01 9.419835055274292969e+12 1.200000000000000000e+01 1.543854051451744922e+13 2.200000000000000000e+01
2.105292966600000000e+10 1.254000000000000000e+03 3.491000000000000000e+03 1.666000000000000000e+03 1.429340000000000000e+12 1.100000000000000000e+01 3.595197496338991699e+12 9.000000000000000000e+00 5.269757811899611328e+12 1.500000000000000000e+01
3.797831473000000000e+09 2.260000000000000000e+02 1.508000000000000000e+03 3.889000000000000000e+03 1.430900000000000000e+12 1.200000000000000000e+01 9.829408458050134766e+12 1.200000000000000000e+01 1.389339882394870508e+13 2.100000000000000000e+01
4.265331123100000000e+10 2.542000000000000000e+03 1.374000000000000000e+03 2.550000000000000000e+02 1.431450000000000000e+12 1.100000000000000000e+01 8.761719345486470703e+12 1.200000000000000000e+01 1.247268076066661719e+13 2.000000000000000000e+01
3.734765581000000000e+09 2.220000000000000000e+02 2.496000000000000000e+03 1.300000000000000000e+01 1.431540000000000000e+12 1.100000000000000000e+01 4.885264218783880859e+12 1.000000000000000000e+01 1.212291636686284961e+13 2.000000000000000000e+01
2.714709565500000000e+10 1.618000000000000000e+03 3.800000000000000000e+02 3.687000000000000000e+03 1.434650000000000000e+12 1.100000000000000000e+01 2.325521819878356934e+12 9.000000000000000000e+00 1.250797530793312891e+13 2.000000000000000000e+01
5.521658729800000000e+10 3.291000000000000000e+03 6.760000000000000000e+02 5.460000000000000000e+02 1.438040000000000000e+12 1.100000000000000000e+01 7.619761617860016602e+12 1.100000000000000000e+01 1.370685095412166016e+13 2.100000000000000000e+01
1.338389390800000000e+10 7.970000000000000000e+02 3.040000000000000000e+03 9.160000000000000000e+02 1.438120000000000000e+12 1.100000000000000000e+01 9.356532416335554688e+12 1.200000000000000000e+01 1.426225896291433203e+13 2.100000000000000000e+01
4.888318296300000000e+10 2.913000000000000000e+03 2.722000000000000000e+03 3.443000000000000000e+03 1.440790000000000000e+12 1.000000000000000000e+01 1.042011482826617383e+13 1.300000000000000000e+01 1.400999362196720312e+13 2.100000000000000000e+01
5.593621855000000000e+09 3.330000000000000000e+02 1.662000000000000000e+03 1.375000000000000000e+03 1.441560000000000000e+12 1.100000000000000000e+01 1.125567880452602539e+13 1.300000000000000000e+01 1.360767431348255469e+13 2.100000000000000000e+01
5.274943467200000000e+10 3.144000000000000000e+03 4.550000000000000000e+02 3.888000000000000000e+03 1.444140000000000000e+12 1.100000000000000000e+01 9.868158853962375000e+12 1.200000000000000000e+01 1.413652960022159570e+13 2.100000000000000000e+01
2.505379657200000000e+10 1.493000000000000000e+03 1.321000000000000000e+03 2.268000000000000000e+03 1.454830000000000000e+12 1.100000000000000000e+01 9.766560793947197266e+12 1.200000000000000000e+01 1.403546641395283984e+13 2.100000000000000000e+01
1.447991822900000000e+10 8.630000000000000000e+02 2.880000000000000000e+02 1.173000000000000000e+03 1.455570000000000000e+12 1.100000000000000000e+01 1.052520815643288867e+13 1.300000000000000000e+01 1.376946426984867969e+13 2.100000000000000000e+01
6.439972765100000000e+10 3.838000000000000000e+03 2.141000000000000000e+03 3.107000000000000000e+03 1.457810000000000000e+12 1.200000000000000000e+01 2.235678488866572266e+12 1.000000000000000000e+01 5.237318351497921875e+12 1.500000000000000000e+01
6.759500009800000000e+10 4.028000000000000000e+03 3.997000000000000000e+03 2.338000000000000000e+03 1.459010000000000000e+12 1.100000000000000000e+01 9.710120445939357422e+12 1.200000000000000000e+01 1.443325917916568555e+13 2.100000000000000000e+01
1.981105934100000000e+10 1.180000000000000000e+03 3.404000000000000000e+03 1.677000000000000000e+03 1.460070000000000000e+12 1.000000000000000000e+01 1.000598335599387891e+13 1.200000000000000000e+01 1.374503291720417969e+13 2.100000000000000000e+01
8.913304536000000000e+09 5.310000000000000000e+02 1.123000000000000000e+03 3.032000000000000000e+03 1.460500000000000000e+12 1.400000000000000000e+01 6.040264178530111328e+12 1.200000000000000000e+01 1.051231994412962500e+13 1.900000000000000000e+01
1.804868904600000000e+10 1.075000000000000000e+03 3.218000000000000000e+03 9.180000000000000000e+02 1.461210000000000000e+12 1.200000000000000000e+01 9.149345952647287109e+12 1.200000000000000000e+01 1.342301485485435156e+13 2.100000000000000000e+01
4.506645927400000000e+10 2.686000000000000000e+03 6.970000000000000000e+02 2.186000000000000000e+03 1.462500000000000000e+12 1.200000000000000000e+01 8.718155426205536133e+12 1.200000000000000000e+01 1.422266580881654297e+13 2.100000000000000000e+01
9.625524063000000000e+09 5.730000000000000000e+02 2.973000000000000000e+03 1.887000000000000000e+03 1.467390000000000000e+12 1.200000000000000000e+01 9.903403194637212891e+12 1.200000000000000000e+01 1.439543613986961719e+13 2.100000000000000000e+01
4.393892046900000000e+10 2.618000000000000000e+03 3.947000000000000000e+03 2.069000000000000000e+03 1.467590000000000000e+12 1.100000000000000000e+01 1.062369644379612500e+13 1.300000000000000000e+01 1.397007215183171289e+13 2.100000000000000000e+01
6.045370813700000000e+10 3.603000000000000000e+03 1.318000000000000000e+03 3.610000000000000000e+02 1.468430000000000000e+12 1.200000000000000000e+01 6.422457135052049805e+12 1.100000000000000000e+01 1.363603901012407227e+13 2.100000000000000000e+01
6.648782360000000000e+10 3.962000000000000000e+03 4.026000000000000000e+03 3.312000000000000000e+03 1.470250000000000000e+12 1.100000000000000000e+01 8.777301180073700195e+12 1.200000000000000000e+01 1.390190357108722461e+13 2.100000000000000000e+01
4.137397327700000000e+10 2.466000000000000000e+03 3.310000000000000000e+02 2.845000000000000000e+03 1.471240000000000000e+12 1.100000000000000000e+01 7.355050175374462891e+12 1.100000000000000000e+01 1.327495187723378711e+13 2.100000000000000000e+01
1.895388377000000000e+09 1.120000000000000000e+02 3.989000000000000000e+03 1.241000000000000000e+03 1.474620000000000000e+12 1.200000000000000000e+01 1.093892999113968359e+13 1.300000000000000000e+01 1.648624906153303125e+13 2.200000000000000000e+01
3.785767143000000000e+10 2.256000000000000000e+03 2.019000000000000000e+03 2.310000000000000000e+03 1.483490000000000000e+12 1.100000000000000000e+01 9.807585458516037109e+12 1.200000000000000000e+01 1.562482832012416797e+13 2.200000000000000000e+01
5.804383227800000000e+10 3.459000000000000000e+03 2.793000000000000000e+03 2.006000000000000000e+03 1.484430000000000000e+12 1.100000000000000000e+01 1.076653645365710742e+13 1.300000000000000000e+01 1.403096712316395312e+13 2.100000000000000000e+01
2.729604469300000000e+10 1.626000000000000000e+03 3.977000000000000000e+03 1.685000000000000000e+03 1.488720000000000000e+12 1.200000000000000000e+01 5.389850350733693359e+12 1.000000000000000000e+01 1.150815551837353320e+13 2.000000000000000000e+01
6.604551144200000000e+10 3.936000000000000000e+03 2.536000000000000000e+03 1.810000000000000000e+03 1.490020000000000000e+12 1.100000000000000000e+01 9.414052008279529297e+12 1.200000000000000000e+01 1.430995854961227148e+13 2.100000000000000000e+01
2.978574719300000000e+10 1.775000000000000000e+03 1.510000000000000000e+03 3.833000000000000000e+03 1.490920000000000000e+12 1.000000000000000000e+01 3.784622994098660645e+12 9.000000000000000000e+00 1.301628841331913281e+13 2.100000000000000000e+01
2.722922029500000000e+10 1.622000000000000000e+03 4.046000000000000000e+03 3.527000000000000000e+03 1.490950000000000000e+12 1.200000000000000000e+01 9.017762643563691406e+12 1.200000000000000000e+01 1.348013861084157812e+13 2.100000000000000000e+01
6.518489548100000000e+10 3.885000000000000000e+03 1.321000000000000000e+03 5.050000000000000000e+02 1.491060000000000000e+12 1.300000000000000000e+01 9.626117960527457031e+12 1.200000000000000000e+01 1.330648001022924609e+13 2.100000000000000000e+01
4.121595305000000000e+09 2.450000000000000000e+02 2.728000000000000000e+03 3.497000000000000000e+03 1.493080000000000000e+12 1.200000000000000000e+01 1.111512611357875195e+13 1.300000000000000000e+01 1.430543830306750977e+13 2.100000000000000000e+01
7.260475263000000000e+09 4.320000000000000000e+02 3.104000000000000000e+03 3.967000000000000000e+03 1.494940000000000000e+12 1.300000000000000000e+01 9.470110229647228516e+12 1.200000000000000000e+01 1.417650590981499219e+13 2.100000000000000000e+01
2.805780021500000000e+10 1.672000000000000000e+03 1.536000000000000000e+03 3.607000000000000000e+03 1.496130000000000000e+12 1.100000000000000000e+01 4.095917790029535156e+12 9.000000000000000000e+00 1.319234628418149805e+13 2.100000000000000000e+01
6.579229843900000000e+10 3.921000000000000000e+03 2.156000000000000000e+03 3.527000000000000000e+03 1.497390000000000000e+12 1.200000000000000000e+01 2.288673909302989746e+12 1.000000000000000000e+01 3.306178443712427734e+12 1.300000000000000000e+01
3.100527625600000000e+10 1.848000000000000000e+03 2.390000000000000000e+02 2.144000000000000000e+03 1.500010000000000000e+12 1.100000000000000000e+01 1.062275542409514453e+13 1.300000000000000000e+01 1.516677930876240625e+13 2.200000000000000000e+01
4.761881075000000000e+10 2.838000000000000000e+03 1.238000000000000000e+03 8.940000000000000000e+02 1.501160000000000000e+12 1.100000000000000000e+01 1.094883111209196484e+13 1.300000000000000000e+01 1.540466026512349414e+13 2.200000000000000000e+01
3.070827020800000000e+10 1.830000000000000000e+03 1.456000000000000000e+03 1.152000000000000000e+03 1.502130000000000000e+12 1.200000000000000000e+01 8.381458157124205078e+12 1.200000000000000000e+01 1.441613942664635938e+13 2.100000000000000000e+01
6.263249366900000000e+10 3.733000000000000000e+03 7.680000000000000000e+02 6.130000000000000000e+02 1.502490000000000000e+12 1.100000000000000000e+01 1.082349618869430859e+13 1.300000000000000000e+01 1.367507660047769531e+13 2.100000000000000000e+01
2.262710222100000000e+10 1.348000000000000000e+03 2.786000000000000000e+03 3.597000000000000000e+03 1.504000000000000000e+12 1.200000000000000000e+01 8.836963775316958984e+12 1.200000000000000000e+01 1.510864429603679297e+13 2.200000000000000000e+01
2.193823281800000000e+10 1.307000000000000000e+03 2.541000000000000000e+03 3.570000000000000000e+03 1.510410000000000000e+12 1.100000000000000000e+01 1.128571374582705469e+13 1.300000000000000000e+01 1.539795663479565625e+13 2.200000000000000000e+01
9.790053397000000000e+09 5.830000000000000000e+02 2.181000000000000000e+03 3.093000000000000000e+03 1.514950000000000000e+12 1.200000000000000000e+01 1.103046715783958789e+13 1.300000000000000000e+01 1.544629136366083398e+13 2.200000000000000000e+01
6.393317081900000000e+10 3.810000000000000000e+03 2.924000000000000000e+03 1.155000000000000000e+03 1.517680000000000000e+12 1.200000000000000000e+01 1.065328140387829297e+13 1.300000000000000000e+01 1.526671883023653711e+13 2.200000000000000000e+01
6.836000304800000000e+10 4.074000000000000000e+03 2.349000000000000000e+03 3.560000000000000000e+03 1.520900000000000000e+12 1.200000000000000000e+01 8.638465201860009766e+12 1.200000000000000000e+01 1.382075587238486328e+13 2.100000000000000000e+01
4.827676583800000000e+10 2.877000000000000000e+03 2.127000000000000000e+03 3.214000000000000000e+03 1.524130000000000000e+12 1.200000000000000000e+01 1.079625477608826367e+13 1.300000000000000000e+01 1.619008710095345117e+13 2.200000000000000000e+01
5.999529878700000000e+10 3.575000000000000000e+03 4.089000000000000000e+03 3.043000000000000000e+03 1.526550000000000000e+12 1.100000000000000000e+01 1.124154346768348047e+13 1.300000000000000000e+01 1.541273563601324609e+13 2.200000000000000000e+01
5.264061956000000000e+09 3.130000000000000000e+02 3.123000000000000000e+03 1.540000000000000000e+03 1.532920000000000000e+12 1.200000000000000000e+01 9.024564431255740234e+12 1.200000000000000000e+01 1.637488681667822461e+13 2.200000000000000000e+01
3.231899767700000000e+10 1.926000000000000000e+03 1.484000000000000000e+03 1.197000000000000000e+03 1.535580000000000000e+12 1.100000000000000000e+01 8.475904689505623047e+12 1.200000000000000000e+01 1.408569621247759766e+13 2.100000000000000000e+01
4.873165543700000000e+10 2.904000000000000000e+03 2.592000000000000000e+03 3.341000000000000000e+03 1.536640000000000000e+12 1.100000000000000000e+01 1.123172144887493945e+13 1.300000000000000000e+01 1.568929191923653320e+13 2.200000000000000000e+01
3.665178988000000000e+09 2.180000000000000000e+02 1.891000000000000000e+03 3.640000000000000000e+02 1.538900000000000000e+12 1.200000000000000000e+01 8.824817648614011719e+12 1.200000000000000000e+01 1.201302757252277734e+13 2.000000000000000000e+01
1.768019294400000000e+10 1.053000000000000000e+03 3.365000000000000000e+03 1.456000000000000000e+03 1.544060000000000000e+12 1.300000000000000000e+01 9.631390944147931641e+12 1.200000000000000000e+01 1.545989052412390820e+13 2.200000000000000000e+01
1.443506930000000000e+08 8.000000000000000000e+00 2.473000000000000000e+03 3.557000000000000000e+03 1.544840000000000000e+12 1.100000000000000000e+01 1.177832444314386328e+13 1.300000000000000000e+01 1.639008413645593750e+13 2.200000000000000000e+01
4.382841911200000000e+10 2.612000000000000000e+03 1.545000000000000000e+03 2.600000000000000000e+03 1.553680000000000000e+12 1.200000000000000000e+01 1.155878734268126172e+13 1.300000000000000000e+01 1.592095205962097266e+13 2.200000000000000000e+01
3.060916958500000000e+10 1.824000000000000000e+03 1.837000000000000000e+03 3.249000000000000000e+03 1.554210000000000000e+12 1.100000000000000000e+01 1.150687164636975977e+13 1.300000000000000000e+01 1.591936450056790430e+13 2.200000000000000000e+01
6.576321221300000000e+10 3.919000000000000000e+03 3.247000000000000000e+03 2.997000000000000000e+03 1.557310000000000000e+12 1.100000000000000000e+01 7.705008660453391602e+12 1.100000000000000000e+01 1.319282586994817188e+13 2.100000000000000000e+01
7.787083278000000000e+09 4.640000000000000000e+02 5.990000000000000000e+02 1.550000000000000000e+03 1.565440000000000000e+12 1.200000000000000000e+01 1.109130416810701758e+13 1.300000000000000000e+01 1.583468050210925586e+13 2.200000000000000000e+01
2.618500916100000000e+10 1.560000000000000000e+03 3.064000000000000000e+03 2.057000000000000000e+03 1.567140000000000000e+12 1.100000000000000000e+01 1.170444035992193750e+13 1.300000000000000000e+01 1.534492181588103516e+13 2.200000000000000000e+01
